tWojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
WARMIŃSKO-MAZURSKIE;szczycieński;Świętajno;Świętajno;;
WARMIŃSKO-MAZURSKIE;węgorzewski;Budry;Budry;;
WARMIŃSKO-MAZURSKIE;węgorzewski;Pozezdrze;Pozezdrze;;
WARMIŃSKO-MAZURSKIE;węgorzewski;Węgorzewo;Węgorzewo;;10490.0
WIELKOPOLSKIE;Kalisz;Kalisz;Kalisz;;91963.0
WIELKOPOLSKIE;Konin;Konin;Konin;;66103.0
WIELKOPOLSKIE;Leszno;Leszno;Leszno;;59521.0
WIELKOPOLSKIE;chodzieski;Budzyń;Budzyń;;4666.0
WIELKOPOLSKIE;chodzieski;Chodzież;Chodzież;;17043.0
WIELKOPOLSKIE;chodzieski;Margonin;Margonin;;2940.0
WIELKOPOLSKIE;chodzieski;Szamocin;Szamocin;;3887.0
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Czarnków;Czarnków;;9771.0
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Drawsko;Drawsko;;
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Drawsko;Drawsko;;
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Krzyż Wielkopolski;Krzyż Wielkopolski;;5823.0
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Lubasz;Lubasz;;
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Połajewo;Połajewo;;
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Trzcianka;Trzcianka;;16317.0
WIELKOPOLSKIE;czarnkowsko-trzcianecki;Wieleń;Wieleń;;5554.0
WIELKOPOLSKIE;gnieźnieński;Czerniejewo;Czerniejewo;;2555.0
WIELKOPOLSKIE;gnieźnieński;Gniezno;Gniezno;;62820.0
WIELKOPOLSKIE;gnieźnieński;Kiszkowo;Kiszkowo;;
WIELKOPOLSKIE;gnieźnieński;Kłecko;Kłecko;;2495.0
WIELKOPOLSKIE;gnieźnieński;Mieleszyn;Mieleszyn;;
WIELKOPOLSKIE;gnieźnieński;Niechanowo;Niechanowo;;
WIELKOPOLSKIE;gnieźnieński;Trzemeszno;Trzemeszno;;7195.0
WIELKOPOLSKIE;gnieźnieński;Witkowo;Witkowo;;7347.0
WIELKOPOLSKIE;gnieźnieński;Łubowo;Łubowo;;
WIELKOPOLSKIE;gostyński;Borek Wielkopolski;Borek Wielkopolski;;2417.0
WIELKOPOLSKIE;gostyński;Gostyń;Gostyń;;19650.0
WIELKOPOLSKIE;gostyński;Krobia;Krobia;;4528.0
WIELKOPOLSKIE;gostyński;Piaski;Piaski;;
WIELKOPOLSKIE;gostyński;Pogorzela;Pogorzela;;2037.0
WIELKOPOLSKIE;gostyński;Poniec;Poniec;;2905.0
WIELKOPOLSKIE;gostyński;Pępowo;Pępowo;;
WIELKOPOLSKIE;grodziski;Granowo;Granowo;;
WIELKOPOLSKIE;grodziski;Grodzisk Wielkopolski;Grodzisk Wielkopolski;;15115.0
WIELKOPOLSKIE;grodziski;Kamieniec;Kamieniec;;
WIELKOPOLSKIE;grodziski;Rakoniewice;Rakoniewice;;3618.0
WIELKOPOLSKIE;grodziski;Rakoniewice;Rakoniewice;;3618.0
WIELKOPOLSKIE;grodziski;Rakoniewice;Rakoniewice;;3618.0
WIELKOPOLSKIE;grodziski;Wielichowo;Wielichowo;;1648.0
WIELKOPOLSKIE;jarociński;Jaraczewo;Jaraczewo;;1374.0
WIELKOPOLSKIE;jarociński;Jarocin;Jarocin;;26291.0
WIELKOPOLSKIE;jarociński;Kotlin;Kotlin;;
WIELKOPOLSKIE;jarociński;Żerków;Żerków;;2069.0
WIELKOPOLSKIE;kaliski;Blizanów;Blizanów;;
WIELKOPOLSKIE;kaliski;Brzeziny;Brzeziny;;
WIELKOPOLSKIE;kaliski;Ceków-Kolonia;Ceków-Kolonia;;
WIELKOPOLSKIE;kaliski;Godziesze Wielkie;Godziesze Wielkie;;
WIELKOPOLSKIE;kaliski;Koźminek;Koźminek;;1815.0
WIELKOPOLSKIE;kaliski;Lisków;Lisków;;
WIELKOPOLSKIE;kaliski;Mycielin;Mycielin;;
WIELKOPOLSKIE;kaliski;Opatówek;Opatówek;;3481.0
WIELKOPOLSKIE;kaliski;Stawiszyn;Stawiszyn;;1353.0
WIELKOPOLSKIE;kaliski;Szczytniki;Szczytniki;;
WIELKOPOLSKIE;kaliski;Żelazków;Żelazków;;
WIELKOPOLSKIE;kolski;Babiak;Babiak;;
WIELKOPOLSKIE;kolski;Chodów;Chodów;;
WIELKOPOLSKIE;kolski;Dąbie;Dąbie;;1678.0
WIELKOPOLSKIE;kolski;Grzegorzew;Grzegorzew;;
WIELKOPOLSKIE;kolski;Koło;Koło;;19078.0
WIELKOPOLSKIE;kolski;Kościelec;Kościelec;;
WIELKOPOLSKIE;kolski;Kościelec;Kościelec;;
WIELKOPOLSKIE;kolski;Kłodawa;Kłodawa;;5775.0
WIELKOPOLSKIE;kolski;Olszówka;Olszówka;;
WIELKOPOLSKIE;kolski;Osiek Mały;Osiek Mały;;
WIELKOPOLSKIE;kolski;Przedecz;Przedecz;;1493.0
WIELKOPOLSKIE;koniński;Golina;Golina;;4237.0
WIELKOPOLSKIE;koniński;Grodziec;Grodziec;;
WIELKOPOLSKIE;koniński;Kazimierz Biskupi;Kazimierz Biskupi;;
WIELKOPOLSKIE;koniński;Kleczew;Kleczew;;3815.0
WIELKOPOLSKIE;koniński;Kramsk;Kramsk;;
WIELKOPOLSKIE;koniński;Krzymów;Krzymów;;
WIELKOPOLSKIE;koniński;Rychwał;Rychwał;;2371.0
WIELKOPOLSKIE;koniński;Rzgów;Rzgów;;
WIELKOPOLSKIE;koniński;Skulsk;Skulsk;;
WIELKOPOLSKIE;koniński;Sompolno;Sompolno;;3306.0
WIELKOPOLSKIE;koniński;Stare Miasto;Stare Miasto;;
WIELKOPOLSKIE;koniński;Wierzbinek;Wierzbinek;;
WIELKOPOLSKIE;koniński;Wilczyn;Wilczyn;;
WIELKOPOLSKIE;koniński;Ślesin;Ślesin;;3076.0
WIELKOPOLSKIE;kościański;Czempiń;Czempiń;;5072.0
WIELKOPOLSKIE;kościański;Kościan;Kościan;;23110.0
WIELKOPOLSKIE;kościański;Krzywiń;Krzywiń;;1652.0
WIELKOPOLSKIE;kościański;Śmigiel;Śmigiel;;5592.0
WIELKOPOLSKIE;krotoszyński;Kobylin;Kobylin;;3195.0
WIELKOPOLSKIE;krotoszyński;Koźmin Wielkopolski;Koźmin Wielkopolski;;6047.0
WIELKOPOLSKIE;krotoszyński;Krotoszyn;Krotoszyn;;28005.0
WIELKOPOLSKIE;krotoszyński;Rozdrażew;Rozdrażew;;
WIELKOPOLSKIE;krotoszyński;Sulmierzyce;Sulmierzyce;;2708.0
WIELKOPOLSKIE;krotoszyński;Zduny;Zduny;;4259.0
WIELKOPOLSKIE;kępiński;Baranów;Baranów;;
WIELKOPOLSKIE;kępiński;Bralin;Bralin;;
WIELKOPOLSKIE;kępiński;Bralin;Bralin;;
WIELKOPOLSKIE;kępiński;Kępno;Kępno;;13395.0
WIELKOPOLSKIE;kępiński;Perzów;Perzów;;
WIELKOPOLSKIE;kępiński;Rychtal;Rychtal;;1325.0
WIELKOPOLSKIE;kępiński;Trzcinica;Trzcinica;;
WIELKOPOLSKIE;kępiński;Łęka Opatowska;Łęka Opatowska;;
WIELKOPOLSKIE;leszczyński;Krzemieniewo;Krzemieniewo;;
WIELKOPOLSKIE;leszczyński;Krzemieniewo;Krzemieniewo;;
WIELKOPOLSKIE;leszczyński;Lipno;Lipno;;
WIELKOPOLSKIE;leszczyński;Osieczna;Osieczna;;2434.0
WIELKOPOLSKIE;leszczyński;Rydzyna;Rydzyna;;2867.0
WIELKOPOLSKIE;leszczyński;Rydzyna;Rydzyna;;2867.0
WIELKOPOLSKIE;leszczyński;Wijewo;Wijewo;;
WIELKOPOLSKIE;leszczyński;Włoszakowice;Włoszakowice;;
WIELKOPOLSKIE;leszczyński;Święciechowa;Święciechowa;;
WIELKOPOLSKIE;międzychodzki;Chrzypsko Wielkie;Chrzypsko Wielkie;;
WIELKOPOLSKIE;międzychodzki;Kwilcz;Kwilcz;;
WIELKOPOLSKIE;międzychodzki;Międzychód;Międzychód;;9888.0
WIELKOPOLSKIE;międzychodzki;Międzychód;Międzychód;;9888.0
WIELKOPOLSKIE;międzychodzki;Sieraków;Sieraków;;5771.0
WIELKOPOLSKIE;nowotomyski;Kuślin;Kuślin;;
WIELKOPOLSKIE;nowotomyski;Lwówek;Lwówek;;2904.0
WIELKOPOLSKIE;nowotomyski;Lwówek;Lwówek;;2904.0
WIELKOPOLSKIE;nowotomyski;Miedzichowo;Miedzichowo;;
WIELKOPOLSKIE;nowotomyski;Nowy Tomyśl;Nowy Tomyśl;;13404.0
WIELKOPOLSKIE;nowotomyski;Opalenica;Opalenica;;9203.0
WIELKOPOLSKIE;nowotomyski;Zbąszyń;Zbąszyń;;7006.0
WIELKOPOLSKIE;obornicki;Oborniki;Oborniki;;17087.0
WIELKOPOLSKIE;obornicki;Rogoźno;Rogoźno;;10694.0
WIELKOPOLSKIE;obornicki;Ryczywół;Ryczywół;;
WIELKOPOLSKIE;ostrowski;Nowe Skalmierzyce;Nowe Skalmierzyce;;4546.0
WIELKOPOLSKIE;ostrowski;Odolanów;Odolanów;;4909.0
WIELKOPOLSKIE;ostrowski;Ostrów Wielkopolski;Ostrów Wielkopolski;;68637.0
WIELKOPOLSKIE;ostrowski;Przygodzice;Przygodzice;;
WIELKOPOLSKIE;ostrowski;Przygodzice;Przygodzice;;
WIELKOPOLSKIE;ostrowski;Raszków;Raszków;;2079.0
WIELKOPOLSKIE;ostrowski;Sieroszewice;Sieroszewice;;
WIELKOPOLSKIE;ostrowski;Sośnie;Sośnie;;
WIELKOPOLSKIE;ostrzeszowski;Czajków;Czajków;;
WIELKOPOLSKIE;ostrzeszowski;Doruchów;Doruchów;;
WIELKOPOLSKIE;ostrzeszowski;Grabów nad Prosną;Grabów nad Prosną;;1903.0
WIELKOPOLSKIE;ostrzeszowski;Kobyla Góra;Kobyla Góra;;
WIELKOPOLSKIE;ostrzeszowski;Kraszewice;Kraszewice;;
WIELKOPOLSKIE;ostrzeszowski;Mikstat;Mikstat;;1669.0
WIELKOPOLSKIE;ostrzeszowski;Ostrzeszów;Ostrzeszów;;13451.0
WIELKOPOLSKIE;pilski;Białośliwie;Białośliwie;;
WIELKOPOLSKIE;pilski;Białośliwie;Białośliwie;;
WIELKOPOLSKIE;pilski;Kaczory;Kaczory;;2756.0
WIELKOPOLSKIE;pilski;Miasteczko Krajeńskie;Miasteczko Krajeńskie;;1063.0
WIELKOPOLSKIE;pilski;Piła;Piła;;69383.0
WIELKOPOLSKIE;pilski;Szydłowo;Szydłowo;;
WIELKOPOLSKIE;pilski;Ujście;Ujście;;3310.0
WIELKOPOLSKIE;pilski;Wyrzysk;Wyrzysk;;5063.0
WIELKOPOLSKIE;pilski;Wysoka;Wysoka;;2480.0
WIELKOPOLSKIE;pilski;Łobżenica;Łobżenica;;2747.0
WIELKOPOLSKIE;pleszewski;Chocz;Chocz;;1609.0
WIELKOPOLSKIE;pleszewski;Czermin;Czermin;;
WIELKOPOLSKIE;pleszewski;Dobrzyca;Dobrzyca;;2906.0
WIELKOPOLSKIE;pleszewski;Gizałki;Gizałki;;
WIELKOPOLSKIE;pleszewski;Gołuchów;Gołuchów;;
WIELKOPOLSKIE;pleszewski;Pleszew;Pleszew;;16499.0
WIELKOPOLSKIE;poznański;Buk;Buk;;5471.0
WIELKOPOLSKIE;poznański;Czerwonak;Czerwonak;;
WIELKOPOLSKIE;poznański;Dopiewo;Dopiewo;;
WIELKOPOLSKIE;poznański;Kleszczewo;Kleszczewo;;
WIELKOPOLSKIE;poznański;Komorniki;Komorniki;;
WIELKOPOLSKIE;poznański;Kostrzyn;Kostrzyn;;9851.0
WIELKOPOLSKIE;poznański;Kórnik;Kórnik;;8110.0
WIELKOPOLSKIE;poznański;Luboń;Luboń;;32829.0
WIELKOPOLSKIE;poznański;Mosina;Mosina;;14493.0
WIELKOPOLSKIE;poznański;Murowana Goślina;Murowana Goślina;;10260.0
WIELKOPOLSKIE;poznański;Pobiedziska;Pobiedziska;;9899.0
WIELKOPOLSKIE;poznański;Puszczykowo;Puszczykowo;;9190.0
WIELKOPOLSKIE;poznański;Rokietnica;Rokietnica;;
WIELKOPOLSKIE;poznański;Stęszew;Stęszew;;5857.0
WIELKOPOLSKIE;poznański;Suchy Las;Suchy Las;;
WIELKOPOLSKIE;poznański;Swarzędz;Swarzędz;;27934.0
WIELKOPOLSKIE;poznański;Tarnowo Podgórne;Tarnowo Podgórne;;
WIELKOPOLSKIE;rawicki;Bojanowo;Bojanowo;;2782.0
WIELKOPOLSKIE;rawicki;Jutrosin;Jutrosin;;1839.0
WIELKOPOLSKIE;rawicki;Miejska Górka;Miejska Górka;;3029.0
WIELKOPOLSKIE;rawicki;Pakosław;Pakosław;;
WIELKOPOLSKIE;rawicki;Rawicz;Rawicz;;19482.0
WIELKOPOLSKIE;szamotulski;Duszniki;Duszniki;;
WIELKOPOLSKIE;szamotulski;Kaźmierz;Kaźmierz;;
WIELKOPOLSKIE;szamotulski;Obrzycko;Obrzycko;;2383.0
WIELKOPOLSKIE;szamotulski;Ostroróg;Ostroróg;;1821.0
WIELKOPOLSKIE;szamotulski;Pniewy;Pniewy;;8039.0
WIELKOPOLSKIE;szamotulski;Szamotuły;Szamotuły;;18053.0
WIELKOPOLSKIE;szamotulski;Wronki;Wronki;;10382.0
WIELKOPOLSKIE;słupecki;Lądek;Lądek;;
WIELKOPOLSKIE;słupecki;Orchowo;Orchowo;;
WIELKOPOLSKIE;słupecki;Ostrowite;Ostrowite;;
WIELKOPOLSKIE;słupecki;Powidz;Powidz;;
WIELKOPOLSKIE;słupecki;Strzałkowo;Strzałkowo;;
WIELKOPOLSKIE;słupecki;Słupca;Słupca;;12802.0
WIELKOPOLSKIE;słupecki;Zagórów;Zagórów;;2712.0
WIELKOPOLSKIE;turecki;Brudzew;Brudzew;;
WIELKOPOLSKIE;turecki;Dobra;Dobra;;1307.0
WIELKOPOLSKIE;turecki;Kawęczyn;Kawęczyn;;
WIELKOPOLSKIE;turecki;Malanów;Malanów;;
WIELKOPOLSKIE;turecki;Przykona;Przykona;;
WIELKOPOLSKIE;turecki;Tuliszków;Tuliszków;;2983.0
WIELKOPOLSKIE;turecki;Turek;Turek;;24165.0
WIELKOPOLSKIE;turecki;Władysławów;Władysławów;;
WIELKOPOLSKIE;wolsztyński;Przemęt;Przemęt;;
WIELKOPOLSKIE;wolsztyński;Siedlec;Siedlec;;
WIELKOPOLSKIE;wolsztyński;Wolsztyn;Wolsztyn;;11762.0
WIELKOPOLSKIE;wrzesiński;Kołaczkowo;Kołaczkowo;;
WIELKOPOLSKIE;wrzesiński;Miłosław;Miłosław;;3384.0
WIELKOPOLSKIE;wrzesiński;Nekla;Nekla;;3858.0
WIELKOPOLSKIE;wrzesiński;Pyzdry;Pyzdry;;2911.0
WIELKOPOLSKIE;wrzesiński;Września;Września;;31727.0
WIELKOPOLSKIE;wągrowiecki;Damasławek;Damasławek;;
WIELKOPOLSKIE;wągrowiecki;Gołańcz;Gołańcz;;3140.0
WIELKOPOLSKIE;wągrowiecki;Mieścisko;Mieścisko;;2399.0
WIELKOPOLSKIE;wągrowiecki;Skoki;Skoki;;4819.0
WIELKOPOLSKIE;wągrowiecki;Wapno;Wapno;;
WIELKOPOLSKIE;wągrowiecki;Wągrowiec;Wągrowiec;;25371.0
WIELKOPOLSKIE;złotowski;Jastrowie;Jastrowie;;8199.0
WIELKOPOLSKIE;złotowski;Krajenka;Krajenka;;3439.0
WIELKOPOLSKIE;złotowski;Lipka;Lipka;;
WIELKOPOLSKIE;złotowski;Okonek;Okonek;;3569.0
WIELKOPOLSKIE;złotowski;Tarnówka;Tarnówka;;
WIELKOPOLSKIE;złotowski;Tarnówka;Tarnówka;;
WIELKOPOLSKIE;złotowski;Zakrzewo;Zakrzewo;;
WIELKOPOLSKIE;złotowski;Złotów;Złotów;;18005.0
WIELKOPOLSKIE;średzki;Dominowo;Dominowo;;
WIELKOPOLSKIE;średzki;Krzykosy;Krzykosy;;
WIELKOPOLSKIE;średzki;Nowe Miasto nad Wartą;Nowe Miasto nad Wartą;;
WIELKOPOLSKIE;średzki;Zaniemyśl;Zaniemyśl;;2447.0
WIELKOPOLSKIE;średzki;Środa Wielkopolska;Środa Wielkopolska;;24312.0
WIELKOPOLSKIE;śremski;Brodnica;Brodnica;;
WIELKOPOLSKIE;śremski;Dolsk;Dolsk;;1537.0
WIELKOPOLSKIE;śremski;Książ Wielkopolski;Książ Wielkopolski;;2924.0
WIELKOPOLSKIE;śremski;Śrem;Śrem;;27488.0
ZACHODNIOPOMORSKIE;Koszalin;Koszalin;Koszalin;;105263.0
ZACHODNIOPOMORSKIE;Szczecin;Szczecin;Szczecin;;386706.0
ZACHODNIOPOMORSKIE;białogardzki;Białogard;Białogard;;22159.0
ZACHODNIOPOMORSKIE;białogardzki;Karlino;Karlino;;5436.0
ZACHODNIOPOMORSKIE;białogardzki;Tychowo;Tychowo;;2317.0
ZACHODNIOPOMORSKIE;choszczeński;Bierzwnik;Bierzwnik;;
ZACHODNIOPOMORSKIE;choszczeński;Choszczno;Choszczno;;13791.0
ZACHODNIOPOMORSKIE;choszczeński;Drawno;Drawno;;2147.0
ZACHODNIOPOMORSKIE;choszczeński;Krzęcin;Krzęcin;;
ZACHODNIOPOMORSKIE;choszczeński;Pełczyce;Pełczyce;;2374.0
ZACHODNIOPOMORSKIE;choszczeński;Recz;Recz;;2632.0
ZACHODNIOPOMORSKIE;drawski;Czaplinek;Czaplinek;;6604.0
ZACHODNIOPOMORSKIE;drawski;Drawsko Pomorskie;Drawsko Pomorskie;;11123.0
ZACHODNIOPOMORSKIE;drawski;Kalisz Pomorski;Kalisz Pomorski;;4013.0
ZACHODNIOPOMORSKIE;drawski;Wierzchowo;Wierzchowo;;
ZACHODNIOPOMORSKIE;drawski;Złocieniec;Złocieniec;;11906.0
ZACHODNIOPOMORSKIE;goleniowski;Goleniów;Goleniów;;21315.0
ZACHODNIOPOMORSKIE;goleniowski;Maszewo;Maszewo;;3301.0
ZACHODNIOPOMORSKIE;goleniowski;Maszewo;Maszewo;;3301.0
ZACHODNIOPOMORSKIE;goleniowski;Nowogard;Nowogard;;15549.0
ZACHODNIOPOMORSKIE;goleniowski;Osina;Osina;;
ZACHODNIOPOMORSKIE;goleniowski;Przybiernów;Przybiernów;;
ZACHODNIOPOMORSKIE;goleniowski;Stepnica;Stepnica;;2502.0
ZACHODNIOPOMORSKIE;gryficki;Brojce;Brojce;;
ZACHODNIOPOMORSKIE;gryficki;Gryfice;Gryfice;;15277.0
ZACHODNIOPOMORSKIE;gryficki;Karnice;Karnice;;
ZACHODNIOPOMORSKIE;gryficki;Płoty;Płoty;;3684.0
ZACHODNIOPOMORSKIE;gryficki;Rewal;Rewal;;
ZACHODNIOPOMORSKIE;gryficki;Trzebiatów;Trzebiatów;;9279.0
ZACHODNIOPOMORSKIE;gryfiński;Banie;Banie;;
ZACHODNIOPOMORSKIE;gryfiński;Cedynia;Cedynia;;1450.0
ZACHODNIOPOMORSKIE;gryfiński;Chojna;Chojna;;7320.0
ZACHODNIOPOMORSKIE;gryfiński;Gryfino;Gryfino;;19564.0
ZACHODNIOPOMORSKIE;gryfiński;Mieszkowice;Mieszkowice;;3317.0
ZACHODNIOPOMORSKIE;gryfiński;Moryń;Moryń;;1611.0
ZACHODNIOPOMORSKIE;gryfiński;Stare Czarnowo;Stare Czarnowo;;
ZACHODNIOPOMORSKIE;gryfiński;Trzcińsko-Zdrój;Trzcińsko-Zdrój;;2129.0
ZACHODNIOPOMORSKIE;gryfiński;Widuchowa;Widuchowa;;
ZACHODNIOPOMORSKIE;kamieński;Dziwnów;Dziwnów;;2282.0
ZACHODNIOPOMORSKIE;kamieński;Golczewo;Golczewo;;2493.0
ZACHODNIOPOMORSKIE;kamieński;Kamień Pomorski;Kamień Pomorski;;8136.0
ZACHODNIOPOMORSKIE;kamieński;Międzyzdroje;Międzyzdroje;;4826.0
ZACHODNIOPOMORSKIE;kamieński;Wolin;Wolin;;4607.0
ZACHODNIOPOMORSKIE;kamieński;Świerzno;Świerzno;;
ZACHODNIOPOMORSKIE;koszaliński;Biesiekierz;Biesiekierz;;
ZACHODNIOPOMORSKIE;koszaliński;Bobolice;Bobolice;;3641.0
ZACHODNIOPOMORSKIE;koszaliński;Będzino;Będzino;;
ZACHODNIOPOMORSKIE;koszaliński;Manowo;Manowo;;
ZACHODNIOPOMORSKIE;koszaliński;Mielno;Mielno;;2713.0
ZACHODNIOPOMORSKIE;koszaliński;Polanów;Polanów;;2798.0
ZACHODNIOPOMORSKIE;koszaliński;Sianów;Sianów;;6692.0
ZACHODNIOPOMORSKIE;koszaliński;Świeszyno;Świeszyno;;
ZACHODNIOPOMORSKIE;kołobrzeski;Dygowo;Dygowo;;
ZACHODNIOPOMORSKIE;kołobrzeski;Gościno;Gościno;;2769.0
ZACHODNIOPOMORSKIE;kołobrzeski;Kołobrzeg;Kołobrzeg;;43230.0
ZACHODNIOPOMORSKIE;kołobrzeski;Rymań;Rymań;;
ZACHODNIOPOMORSKIE;kołobrzeski;Siemyśl;Siemyśl;;
ZACHODNIOPOMORSKIE;kołobrzeski;Ustronie Morskie;Ustronie Morskie;;
ZACHODNIOPOMORSKIE;myśliborski;Barlinek;Barlinek;;12801.0
ZACHODNIOPOMORSKIE;myśliborski;Boleszkowice;Boleszkowice;;
ZACHODNIOPOMORSKIE;myśliborski;Dębno;Dębno;;12769.0
ZACHODNIOPOMORSKIE;myśliborski;Myślibórz;Myślibórz;;10321.0
ZACHODNIOPOMORSKIE;myśliborski;Nowogródek Pomorski;Nowogródek Pomorski;;
ZACHODNIOPOMORSKIE;policki;Kołbaskowo;Kołbaskowo;;
ZACHODNIOPOMORSKIE;policki;Nowe Warpno;Nowe Warpno;;1044.0
ZACHODNIOPOMORSKIE;policki;Police;Police;;29286.0
ZACHODNIOPOMORSKIE;pyrzycki;Bielice;Bielice;;
ZACHODNIOPOMORSKIE;pyrzycki;Kozielice;Kozielice;;
ZACHODNIOPOMORSKIE;pyrzycki;Lipiany;Lipiany;;3732.0
ZACHODNIOPOMORSKIE;pyrzycki;Przelewice;Przelewice;;
ZACHODNIOPOMORSKIE;pyrzycki;Pyrzyce;Pyrzyce;;11665.0
ZACHODNIOPOMORSKIE;pyrzycki;Warnice;Warnice;;
ZACHODNIOPOMORSKIE;stargardzki;Chociwel;Chociwel;;2941.0
ZACHODNIOPOMORSKIE;stargardzki;Dobrzany;Dobrzany;;2145.0
ZACHODNIOPOMORSKIE;stargardzki;Dobrzany;Dobrzany;;2145.0
ZACHODNIOPOMORSKIE;stargardzki;Dobrzany;Dobrzany;;2145.0
ZACHODNIOPOMORSKIE;stargardzki;Dolice;Dolice;;
ZACHODNIOPOMORSKIE;stargardzki;Ińsko;Ińsko;;1750.0
ZACHODNIOPOMORSKIE;stargardzki;Kobylanka;Kobylanka;;
ZACHODNIOPOMORSKIE;stargardzki;Marianowo;Marianowo;;
ZACHODNIOPOMORSKIE;stargardzki;Stara Dąbrowa;Stara Dąbrowa;;
ZACHODNIOPOMORSKIE;stargardzki;Stargard;Stargard;;66077.0
ZACHODNIOPOMORSKIE;stargardzki;Suchań;Suchań;;1397.0
ZACHODNIOPOMORSKIE;szczecinecki;Barwice;Barwice;;3407.0
ZACHODNIOPOMORSKIE;szczecinecki;Biały Bór;Biały Bór;;2074.0
ZACHODNIOPOMORSKIE;szczecinecki;Borne Sulinowo;Borne Sulinowo;;4801.0
ZACHODNIOPOMORSKIE;szczecinecki;Grzmiąca;Grzmiąca;;
ZACHODNIOPOMORSKIE;szczecinecki;Szczecinek;Szczecinek;;37250.0
ZACHODNIOPOMORSKIE;sławieński;Darłowo;Darłowo;;12370.0
ZACHODNIOPOMORSKIE;sławieński;Malechowo;Malechowo;;
ZACHODNIOPOMORSKIE;sławieński;Postomino;Postomino;;
ZACHODNIOPOMORSKIE;sławieński;Sławno;Sławno;;11620.0
ZACHODNIOPOMORSKIE;wałecki;Człopa;Człopa;;2111.0
ZACHODNIOPOMORSKIE;wałecki;Mirosławiec;Mirosławiec;;2964.0
ZACHODNIOPOMORSKIE;wałecki;Tuczno;Tuczno;;1757.0
ZACHODNIOPOMORSKIE;wałecki;Wałcz;Wałcz;;23243.0
ZACHODNIOPOMORSKIE;łobeski;Dobra;Dobra;;2003.0
ZACHODNIOPOMORSKIE;łobeski;Radowo Małe;Radowo Małe;;
ZACHODNIOPOMORSKIE;łobeski;Resko;Resko;;3818.0
ZACHODNIOPOMORSKIE;łobeski;Węgorzyno;Węgorzyno;;2590.0
ZACHODNIOPOMORSKIE;łobeski;Łobez;Łobez;;9418.0
ZACHODNIOPOMORSKIE;Świnoujście;Świnoujście;Świnoujście;;38541.0
ZACHODNIOPOMORSKIE;świdwiński;Brzeżno;Brzeżno;;
ZACHODNIOPOMORSKIE;świdwiński;Połczyn-Zdrój;Połczyn-Zdrój;;7138.0
ZACHODNIOPOMORSKIE;świdwiński;Rąbino;Rąbino;;
ZACHODNIOPOMORSKIE;świdwiński;Sławoborze;Sławoborze;;
ZACHODNIOPOMORSKIE;świdwiński;Świdwin;Świdwin;;14411.0
ŁÓDZKIE;Piotrków Trybunalski;Piotrków Trybunalski;Piotrków Trybunalski;;66022.0
ŁÓDZKIE;Skierniewice;Skierniewice;Skierniewice;;45121.0
ŁÓDZKIE;bełchatowski;Bełchatów;Bełchatów;;51637.0
ŁÓDZKIE;bełchatowski;Drużbice;Drużbice;;
ŁÓDZKIE;bełchatowski;Kleszczów;Kleszczów;;
ŁÓDZKIE;bełchatowski;Kluki;Kluki;;
ŁÓDZKIE;bełchatowski;Rusiec;Rusiec;;
ŁÓDZKIE;bełchatowski;Szczerców;Szczerców;;
ŁÓDZKIE;bełchatowski;Zelów;Zelów;;6930.0
ŁÓDZKIE;brzeziński;Brzeziny;Brzeziny;;11852.0
ŁÓDZKIE;brzeziński;Dmosin;Dmosin;;
ŁÓDZKIE;brzeziński;Jeżów;Jeżów;;1252.0
ŁÓDZKIE;brzeziński;Rogów;Rogów;;
ŁÓDZKIE;kutnowski;Bedlno;Bedlno;;
ŁÓDZKIE;kutnowski;Dąbrowice;Dąbrowice;;947.0
ŁÓDZKIE;kutnowski;Krośniewice;Krośniewice;;3935.0
ŁÓDZKIE;kutnowski;Krzyżanów;Krzyżanów;;
ŁÓDZKIE;kutnowski;Kutno;Kutno;;40349.0
ŁÓDZKIE;kutnowski;Nowe Ostrowy;Nowe Ostrowy;;
ŁÓDZKIE;kutnowski;Oporów;Oporów;;
ŁÓDZKIE;kutnowski;Strzelce;Strzelce;;
ŁÓDZKIE;kutnowski;Łanięta;Łanięta;;
ŁÓDZKIE;kutnowski;Żychlin;Żychlin;;7401.0
ŁÓDZKIE;opoczyński;Białaczów;Białaczów;;1098.0
ŁÓDZKIE;opoczyński;Drzewica;Drzewica;;3462.0
ŁÓDZKIE;opoczyński;Mniszków;Mniszków;;
ŁÓDZKIE;opoczyński;Opoczno;Opoczno;;18677.0
ŁÓDZKIE;opoczyński;Paradyż;Paradyż;;
ŁÓDZKIE;opoczyński;Poświętne;Poświętne;;
ŁÓDZKIE;opoczyński;Sławno;Sławno;;
ŁÓDZKIE;opoczyński;Żarnów;Żarnów;;1107.0
ŁÓDZKIE;pabianicki;Dobroń;Dobroń;;
ŁÓDZKIE;pabianicki;Dłutów;Dłutów;;
ŁÓDZKIE;pabianicki;Dłutów;Dłutów;;
