tWojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
MAZOWIECKIE;siedlecki;Korczew;Korczew;;
MAZOWIECKIE;siedlecki;Kotuń;Kotuń;;
MAZOWIECKIE;siedlecki;Mokobody;Mokobody;;
MAZOWIECKIE;siedlecki;Mordy;Mordy;;1580.0
MAZOWIECKIE;siedlecki;Paprotnia;Paprotnia;;
MAZOWIECKIE;siedlecki;Przesmyki;Przesmyki;;
MAZOWIECKIE;siedlecki;Skórzec;Skórzec;;
MAZOWIECKIE;siedlecki;Suchożebry;Suchożebry;;
MAZOWIECKIE;siedlecki;Wiśniew;Wiśniew;;
MAZOWIECKIE;siedlecki;Wodynie;Wodynie;;
MAZOWIECKIE;siedlecki;Zbuczyn;Zbuczyn;;
MAZOWIECKIE;sierpecki;Gozdowo;Gozdowo;;
MAZOWIECKIE;sierpecki;Mochowo;Mochowo;;
MAZOWIECKIE;sierpecki;Rościszewo;Rościszewo;;
MAZOWIECKIE;sierpecki;Sierpc;Sierpc;;16692.0
MAZOWIECKIE;sierpecki;Szczutowo;Szczutowo;;
MAZOWIECKIE;sochaczewski;Brochów;Brochów;;
MAZOWIECKIE;sochaczewski;Iłów;Iłów;;
MAZOWIECKIE;sochaczewski;Młodzieszyn;Młodzieszyn;;
MAZOWIECKIE;sochaczewski;Nowa Sucha;Nowa Sucha;;
MAZOWIECKIE;sochaczewski;Rybno;Rybno;;
MAZOWIECKIE;sochaczewski;Sochaczew;Sochaczew;;33154.0
MAZOWIECKIE;sochaczewski;Teresin;Teresin;;
MAZOWIECKIE;sokołowski;Ceranów;Ceranów;;
MAZOWIECKIE;sokołowski;Jabłonna Lacka;Jabłonna Lacka;;
MAZOWIECKIE;sokołowski;Kosów Lacki;Kosów Lacki;;1964.0
MAZOWIECKIE;sokołowski;Repki;Repki;;
MAZOWIECKIE;sokołowski;Sabnie;Sabnie;;
MAZOWIECKIE;sokołowski;Sokołów Podlaski;Sokołów Podlaski;;18209.0
MAZOWIECKIE;sokołowski;Sterdyń;Sterdyń;;
MAZOWIECKIE;szydłowiecki;Chlewiska;Chlewiska;;
MAZOWIECKIE;szydłowiecki;Jastrząb;Jastrząb;;1187.0
MAZOWIECKIE;szydłowiecki;Orońsko;Orońsko;;
MAZOWIECKIE;szydłowiecki;Szydłowiec;Szydłowiec;;10401.0
MAZOWIECKIE;warszawski zachodni;Błonie;Błonie;;12165.0
MAZOWIECKIE;warszawski zachodni;Izabelin;Izabelin;;
MAZOWIECKIE;warszawski zachodni;Kampinos;Kampinos;;
MAZOWIECKIE;warszawski zachodni;Leszno;Leszno;;
MAZOWIECKIE;warszawski zachodni;Leszno;Leszno;;
MAZOWIECKIE;warszawski zachodni;Ożarów Mazowiecki;Ożarów Mazowiecki;;15940.0
MAZOWIECKIE;warszawski zachodni;Stare Babice;Stare Babice;;
MAZOWIECKIE;warszawski zachodni;Łomianki;Łomianki;;18248.0
MAZOWIECKIE;wołomiński;Dąbrówka;Dąbrówka;;
MAZOWIECKIE;wołomiński;Jadów;Jadów;;895.0
MAZOWIECKIE;wołomiński;Klembów;Klembów;;
MAZOWIECKIE;wołomiński;Kobyłka;Kobyłka;;28599.0
MAZOWIECKIE;wołomiński;Marki;Marki;;46163.0
MAZOWIECKIE;wołomiński;Poświętne;Poświętne;;
MAZOWIECKIE;wołomiński;Radzymin;Radzymin;;15333.0
MAZOWIECKIE;wołomiński;Strachówka;Strachówka;;
MAZOWIECKIE;wołomiński;Tłuszcz;Tłuszcz;;8064.0
MAZOWIECKIE;wołomiński;Wołomin;Wołomin;;35313.0
MAZOWIECKIE;wołomiński;Zielonka;Zielonka;;18047.0
MAZOWIECKIE;wołomiński;Ząbki;Ząbki;;45538.0
MAZOWIECKIE;wyszkowski;Brańszczyk;Brańszczyk;;
MAZOWIECKIE;wyszkowski;Długosiodło;Długosiodło;;
MAZOWIECKIE;wyszkowski;Rząśnik;Rząśnik;;
MAZOWIECKIE;wyszkowski;Somianka;Somianka;;
MAZOWIECKIE;wyszkowski;Wyszków;Wyszków;;25857.0
MAZOWIECKIE;wyszkowski;Zabrodzie;Zabrodzie;;
MAZOWIECKIE;węgrowski;Grębków;Grębków;;
MAZOWIECKIE;węgrowski;Korytnica;Korytnica;;
MAZOWIECKIE;węgrowski;Liw;Liw;;
MAZOWIECKIE;węgrowski;Miedzna;Miedzna;;
MAZOWIECKIE;węgrowski;Sadowne;Sadowne;;
MAZOWIECKIE;węgrowski;Sadowne;Sadowne;;
MAZOWIECKIE;węgrowski;Sadowne;Sadowne;;
MAZOWIECKIE;węgrowski;Stoczek;Stoczek;;
MAZOWIECKIE;węgrowski;Wierzbno;Wierzbno;;
MAZOWIECKIE;węgrowski;Węgrów;Węgrów;;11718.0
MAZOWIECKIE;węgrowski;Łochów;Łochów;;6502.0
MAZOWIECKIE;zwoleński;Kazanów;Kazanów;;398.0
MAZOWIECKIE;zwoleński;Policzna;Policzna;;
MAZOWIECKIE;zwoleński;Przyłęk;Przyłęk;;
MAZOWIECKIE;zwoleński;Tczów;Tczów;;
MAZOWIECKIE;zwoleński;Zwoleń;Zwoleń;;7081.0
MAZOWIECKIE;łosicki;Huszlew;Huszlew;;
MAZOWIECKIE;łosicki;Olszanka;Olszanka;;
MAZOWIECKIE;łosicki;Platerów;Platerów;;
MAZOWIECKIE;łosicki;Sarnaki;Sarnaki;;
MAZOWIECKIE;łosicki;Stara Kornica;Stara Kornica;;
MAZOWIECKIE;łosicki;Łosice;Łosice;;6777.0
MAZOWIECKIE;żuromiński;Bieżuń;Bieżuń;;1683.0
MAZOWIECKIE;żuromiński;Kuczbork-Osada;Kuczbork-Osada;;
MAZOWIECKIE;żuromiński;Lubowidz;Lubowidz;;1463.0
MAZOWIECKIE;żuromiński;Lutocin;Lutocin;;
MAZOWIECKIE;żuromiński;Siemiątkowo;Siemiątkowo;;
MAZOWIECKIE;żuromiński;Żuromin;Żuromin;;8415.0
MAZOWIECKIE;żyrardowski;Mszczonów;Mszczonów;;6022.0
MAZOWIECKIE;żyrardowski;Puszcza Mariańska;Puszcza Mariańska;;
MAZOWIECKIE;żyrardowski;Radziejowice;Radziejowice;;
MAZOWIECKIE;żyrardowski;Wiskitki;Wiskitki;;1478.0
MAZOWIECKIE;żyrardowski;Żyrardów;Żyrardów;;38401.0
MAŁOPOLSKIE;Nowy Sącz;Nowy Sącz;Nowy Sącz;;79821.0
MAŁOPOLSKIE;Tarnów;Tarnów;Tarnów;;102123.0
MAŁOPOLSKIE;bocheński;Bochnia;Bochnia;;28339.0
MAŁOPOLSKIE;bocheński;Drwinia;Drwinia;;
MAŁOPOLSKIE;bocheński;Lipnica Murowana;Lipnica Murowana;;
MAŁOPOLSKIE;bocheński;Nowy Wiśnicz;Nowy Wiśnicz;;2719.0
MAŁOPOLSKIE;bocheński;Rzezawa;Rzezawa;;
MAŁOPOLSKIE;bocheński;Trzciana;Trzciana;;
MAŁOPOLSKIE;bocheński;Łapanów;Łapanów;;
MAŁOPOLSKIE;bocheński;Żegocina;Żegocina;;
MAŁOPOLSKIE;brzeski;Borzęcin;Borzęcin;;
MAŁOPOLSKIE;brzeski;Brzesko;Brzesko;;15795.0
MAŁOPOLSKIE;brzeski;Czchów;Czchów;;2263.0
MAŁOPOLSKIE;brzeski;Dębno;Dębno;;
MAŁOPOLSKIE;brzeski;Gnojnik;Gnojnik;;
MAŁOPOLSKIE;brzeski;Iwkowa;Iwkowa;;
MAŁOPOLSKIE;brzeski;Szczurowa;Szczurowa;;
MAŁOPOLSKIE;chrzanowski;Alwernia;Alwernia;;3211.0
MAŁOPOLSKIE;chrzanowski;Babice;Babice;;
MAŁOPOLSKIE;chrzanowski;Chrzanów;Chrzanów;;33522.0
MAŁOPOLSKIE;chrzanowski;Libiąż;Libiąż;;15788.0
MAŁOPOLSKIE;chrzanowski;Trzebinia;Trzebinia;;18298.0
MAŁOPOLSKIE;dąbrowski;Bolesław;Bolesław;;
MAŁOPOLSKIE;dąbrowski;Dąbrowa Tarnowska;Dąbrowa Tarnowska;;11393.0
MAŁOPOLSKIE;dąbrowski;Gręboszów;Gręboszów;;
MAŁOPOLSKIE;dąbrowski;Mędrzechów;Mędrzechów;;
MAŁOPOLSKIE;dąbrowski;Olesno;Olesno;;
MAŁOPOLSKIE;dąbrowski;Radgoszcz;Radgoszcz;;
MAŁOPOLSKIE;dąbrowski;Szczucin;Szczucin;;4065.0
MAŁOPOLSKIE;gorlicki;Biecz;Biecz;;4267.0
MAŁOPOLSKIE;gorlicki;Bobowa;Bobowa;;3067.0
MAŁOPOLSKIE;gorlicki;Gorlice;Gorlice;;25166.0
MAŁOPOLSKIE;gorlicki;Lipinki;Lipinki;;
MAŁOPOLSKIE;gorlicki;Moszczenica;Moszczenica;;
MAŁOPOLSKIE;gorlicki;Ropa;Ropa;;
MAŁOPOLSKIE;gorlicki;Sękowa;Sękowa;;
MAŁOPOLSKIE;gorlicki;Uście Gorlickie;Uście Gorlickie;;
MAŁOPOLSKIE;gorlicki;Łużna;Łużna;;
MAŁOPOLSKIE;krakowski;Czernichów;Czernichów;;
MAŁOPOLSKIE;krakowski;Krzeszowice;Krzeszowice;;9763.0
MAŁOPOLSKIE;krakowski;Liszki;Liszki;;
MAŁOPOLSKIE;krakowski;Michałowice;Michałowice;;
MAŁOPOLSKIE;krakowski;Mogilany;Mogilany;;
MAŁOPOLSKIE;krakowski;Skawina;Skawina;;23868.0
MAŁOPOLSKIE;krakowski;Skała;Skała;;3856.0
MAŁOPOLSKIE;krakowski;Sułoszowa;Sułoszowa;;
MAŁOPOLSKIE;krakowski;Słomniki;Słomniki;;4159.0
MAŁOPOLSKIE;krakowski;Wielka Wieś;Wielka Wieś;;
MAŁOPOLSKIE;krakowski;Zabierzów;Zabierzów;;
MAŁOPOLSKIE;krakowski;Zielonki;Zielonki;;
MAŁOPOLSKIE;krakowski;Świątniki Górne;Świątniki Górne;;2387.0
MAŁOPOLSKIE;limanowski;Dobra;Dobra;;
MAŁOPOLSKIE;limanowski;Jodłownik;Jodłownik;;
MAŁOPOLSKIE;limanowski;Kamienica;Kamienica;;
MAŁOPOLSKIE;limanowski;Laskowa;Laskowa;;
MAŁOPOLSKIE;limanowski;Limanowa;Limanowa;;14365.0
MAŁOPOLSKIE;limanowski;Mszana Dolna;Mszana Dolna;;7807.0
MAŁOPOLSKIE;limanowski;Niedźwiedź;Niedźwiedź;;
MAŁOPOLSKIE;limanowski;Szczawa;Szczawa;;
MAŁOPOLSKIE;limanowski;Słopnice;Słopnice;;
MAŁOPOLSKIE;limanowski;Tymbark;Tymbark;;
MAŁOPOLSKIE;limanowski;Łukowica;Łukowica;;
MAŁOPOLSKIE;miechowski;Charsznica;Charsznica;;
MAŁOPOLSKIE;miechowski;Gołcza;Gołcza;;
MAŁOPOLSKIE;miechowski;Kozłów;Kozłów;;
MAŁOPOLSKIE;miechowski;Książ Wielki;Książ Wielki;;850.0
MAŁOPOLSKIE;miechowski;Miechów;Miechów;;10857.0
MAŁOPOLSKIE;miechowski;Racławice;Racławice;;
MAŁOPOLSKIE;miechowski;Słaboszów;Słaboszów;;
MAŁOPOLSKIE;myślenicki;Dobczyce;Dobczyce;;6124.0
MAŁOPOLSKIE;myślenicki;Lubień;Lubień;;
MAŁOPOLSKIE;myślenicki;Myślenice;Myślenice;;17684.0
MAŁOPOLSKIE;myślenicki;Pcim;Pcim;;
MAŁOPOLSKIE;myślenicki;Raciechowice;Raciechowice;;
MAŁOPOLSKIE;myślenicki;Siepraw;Siepraw;;
MAŁOPOLSKIE;myślenicki;Sułkowice;Sułkowice;;6486.0
MAŁOPOLSKIE;myślenicki;Tokarnia;Tokarnia;;
MAŁOPOLSKIE;myślenicki;Wiśniowa;Wiśniowa;;
MAŁOPOLSKIE;nowosądecki;Chełmiec;Chełmiec;;
MAŁOPOLSKIE;nowosądecki;Grybów;Grybów;;5918.0
MAŁOPOLSKIE;nowosądecki;Gródek nad Dunajcem;Gródek nad Dunajcem;;
MAŁOPOLSKIE;nowosądecki;Kamionka Wielka;Kamionka Wielka;;
MAŁOPOLSKIE;nowosądecki;Korzenna;Korzenna;;
MAŁOPOLSKIE;nowosądecki;Krynica-Zdrój;Krynica-Zdrój;;9434.0
MAŁOPOLSKIE;nowosądecki;Muszyna;Muszyna;;4435.0
MAŁOPOLSKIE;nowosądecki;Nawojowa;Nawojowa;;
MAŁOPOLSKIE;nowosądecki;Piwniczna-Zdrój;Piwniczna-Zdrój;;5322.0
MAŁOPOLSKIE;nowosądecki;Podegrodzie;Podegrodzie;;
MAŁOPOLSKIE;nowosądecki;Rytro;Rytro;;
MAŁOPOLSKIE;nowosądecki;Stary Sącz;Stary Sącz;;8606.0
MAŁOPOLSKIE;nowosądecki;Łabowa;Łabowa;;
MAŁOPOLSKIE;nowosądecki;Łososina Dolna;Łososina Dolna;;
MAŁOPOLSKIE;nowosądecki;Łącko;Łącko;;
MAŁOPOLSKIE;nowotarski;Czarny Dunajec;Czarny Dunajec;;3652.0
MAŁOPOLSKIE;nowotarski;Czorsztyn;Czorsztyn;;
MAŁOPOLSKIE;nowotarski;Jabłonka;Jabłonka;;
MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;Krościenko nad Dunajcem;;
MAŁOPOLSKIE;nowotarski;Lipnica Wielka;Lipnica Wielka;;
MAŁOPOLSKIE;nowotarski;Nowy Targ;Nowy Targ;;33040.0
MAŁOPOLSKIE;nowotarski;Ochotnica Dolna;Ochotnica Dolna;;
MAŁOPOLSKIE;nowotarski;Raba Wyżna;Raba Wyżna;;
MAŁOPOLSKIE;nowotarski;Rabka-Zdrój;Rabka-Zdrój;;12135.0
MAŁOPOLSKIE;nowotarski;Spytkowice;Spytkowice;;
MAŁOPOLSKIE;nowotarski;Szaflary;Szaflary;;
MAŁOPOLSKIE;nowotarski;Szczawnica;Szczawnica;;5192.0
MAŁOPOLSKIE;nowotarski;Łapsze Niżne;Łapsze Niżne;;
MAŁOPOLSKIE;olkuski;Bolesław;Bolesław;;
MAŁOPOLSKIE;olkuski;Bukowno;Bukowno;;9288.0
MAŁOPOLSKIE;olkuski;Klucze;Klucze;;
MAŁOPOLSKIE;olkuski;Olkusz;Olkusz;;31896.0
MAŁOPOLSKIE;olkuski;Trzyciąż;Trzyciąż;;
MAŁOPOLSKIE;olkuski;Wolbrom;Wolbrom;;8006.0
MAŁOPOLSKIE;oświęcimski;Brzeszcze;Brzeszcze;;10548.0
MAŁOPOLSKIE;oświęcimski;Chełmek;Chełmek;;8297.0
MAŁOPOLSKIE;oświęcimski;Kęty;Kęty;;17537.0
MAŁOPOLSKIE;oświęcimski;Osiek;Osiek;;
MAŁOPOLSKIE;oświęcimski;Oświęcim;Oświęcim;;35313.0
MAŁOPOLSKIE;oświęcimski;Polanka Wielka;Polanka Wielka;;
MAŁOPOLSKIE;oświęcimski;Przeciszów;Przeciszów;;
MAŁOPOLSKIE;oświęcimski;Zator;Zator;;3576.0
MAŁOPOLSKIE;proszowicki;Koniusza;Koniusza;;
MAŁOPOLSKIE;proszowicki;Koszyce;Koszyce;;765.0
MAŁOPOLSKIE;proszowicki;Nowe Brzesko;Nowe Brzesko;;1593.0
MAŁOPOLSKIE;proszowicki;Pałecznica;Pałecznica;;
MAŁOPOLSKIE;proszowicki;Proszowice;Proszowice;;5717.0
MAŁOPOLSKIE;proszowicki;Radziemice;Radziemice;;
MAŁOPOLSKIE;suski;Budzów;Budzów;;
MAŁOPOLSKIE;suski;Jordanów;Jordanów;;5396.0
MAŁOPOLSKIE;suski;Maków Podhalański;Maków Podhalański;;5497.0
MAŁOPOLSKIE;suski;Stryszawa;Stryszawa;;
MAŁOPOLSKIE;suski;Sucha Beskidzka;Sucha Beskidzka;;8755.0
MAŁOPOLSKIE;suski;Zawoja;Zawoja;;
MAŁOPOLSKIE;suski;Zembrzyce;Zembrzyce;;
MAŁOPOLSKIE;tarnowski;Ciężkowice;Ciężkowice;;2484.0
MAŁOPOLSKIE;tarnowski;Gromnik;Gromnik;;
MAŁOPOLSKIE;tarnowski;Lisia Góra;Lisia Góra;;
MAŁOPOLSKIE;tarnowski;Pleśna;Pleśna;;
MAŁOPOLSKIE;tarnowski;Radłów;Radłów;;2705.0
MAŁOPOLSKIE;tarnowski;Ryglice;Ryglice;;2644.0
MAŁOPOLSKIE;tarnowski;Rzepiennik Strzyżewski;Rzepiennik Strzyżewski;;
MAŁOPOLSKIE;tarnowski;Skrzyszów;Skrzyszów;;
MAŁOPOLSKIE;tarnowski;Szerzyny;Szerzyny;;
MAŁOPOLSKIE;tarnowski;Tuchów;Tuchów;;6142.0
MAŁOPOLSKIE;tarnowski;Wierzchosławice;Wierzchosławice;;
MAŁOPOLSKIE;tarnowski;Wietrzychowice;Wietrzychowice;;
MAŁOPOLSKIE;tarnowski;Wojnicz;Wojnicz;;3132.0
MAŁOPOLSKIE;tarnowski;Zakliczyn;Zakliczyn;;1572.0
MAŁOPOLSKIE;tarnowski;Żabno;Żabno;;4077.0
MAŁOPOLSKIE;tatrzański;Biały Dunajec;Biały Dunajec;;
MAŁOPOLSKIE;tatrzański;Bukowina Tatrzańska;Bukowina Tatrzańska;;
MAŁOPOLSKIE;tatrzański;Kościelisko;Kościelisko;;
MAŁOPOLSKIE;tatrzański;Poronin;Poronin;;
MAŁOPOLSKIE;tatrzański;Zakopane;Zakopane;;25059.0
MAŁOPOLSKIE;wadowicki;Andrychów;Andrychów;;18071.0
MAŁOPOLSKIE;wadowicki;Brzeźnica;Brzeźnica;;
MAŁOPOLSKIE;wadowicki;Kalwaria Zebrzydowska;Kalwaria Zebrzydowska;;4267.0
MAŁOPOLSKIE;wadowicki;Lanckorona;Lanckorona;;
MAŁOPOLSKIE;wadowicki;Mucharz;Mucharz;;
MAŁOPOLSKIE;wadowicki;Spytkowice;Spytkowice;;
MAŁOPOLSKIE;wadowicki;Stryszów;Stryszów;;
MAŁOPOLSKIE;wadowicki;Tomice;Tomice;;
MAŁOPOLSKIE;wadowicki;Wadowice;Wadowice;;16929.0
MAŁOPOLSKIE;wadowicki;Wieprz;Wieprz;;
MAŁOPOLSKIE;wielicki;Biskupice;Biskupice;;
MAŁOPOLSKIE;wielicki;Gdów;Gdów;;
MAŁOPOLSKIE;wielicki;Kłaj;Kłaj;;
MAŁOPOLSKIE;wielicki;Niepołomice;Niepołomice;;17227.0
MAŁOPOLSKIE;wielicki;Wieliczka;Wieliczka;;28173.0
OPOLSKIE;Opole;Opole;Opole;;125492.0
OPOLSKIE;brzeski;Brzeg;Brzeg;;33101.0
OPOLSKIE;brzeski;Grodków;Grodków;;7800.0
OPOLSKIE;brzeski;Lewin Brzeski;Lewin Brzeski;;5537.0
OPOLSKIE;brzeski;Lubsza;Lubsza;;
OPOLSKIE;brzeski;Olszanka;Olszanka;;
OPOLSKIE;brzeski;Skarbimierz;Skarbimierz;;
OPOLSKIE;głubczycki;Baborów;Baborów;;2721.0
OPOLSKIE;głubczycki;Branice;Branice;;
OPOLSKIE;głubczycki;Głubczyce;Głubczyce;;11452.0
OPOLSKIE;głubczycki;Kietrz;Kietrz;;5418.0
OPOLSKIE;kluczborski;Byczyna;Byczyna;;3309.0
OPOLSKIE;kluczborski;Kluczbork;Kluczbork;;21607.0
OPOLSKIE;kluczborski;Lasowice Wielkie;Lasowice Wielkie;;
OPOLSKIE;kluczborski;Wołczyn;Wołczyn;;5267.0
OPOLSKIE;krapkowicki;Gogolin;Gogolin;;6421.0
OPOLSKIE;krapkowicki;Krapkowice;Krapkowice;;15139.0
OPOLSKIE;krapkowicki;Strzeleczki;Strzeleczki;;1521.0
OPOLSKIE;krapkowicki;Walce;Walce;;
OPOLSKIE;krapkowicki;Zdzieszowice;Zdzieszowice;;10035.0
OPOLSKIE;kędzierzyńsko-kozielski;Bierawa;Bierawa;;
OPOLSKIE;kędzierzyńsko-kozielski;Cisek;Cisek;;
OPOLSKIE;kędzierzyńsko-kozielski;Kędzierzyn-Koźle;Kędzierzyn-Koźle;;53849.0
OPOLSKIE;kędzierzyńsko-kozielski;Pawłowiczki;Pawłowiczki;;
OPOLSKIE;kędzierzyńsko-kozielski;Polska Cerekiew;Polska Cerekiew;;
OPOLSKIE;kędzierzyńsko-kozielski;Reńska Wieś;Reńska Wieś;;
OPOLSKIE;namysłowski;Domaszowice;Domaszowice;;
OPOLSKIE;namysłowski;Namysłów;Namysłów;;16716.0
OPOLSKIE;namysłowski;Pokój;Pokój;;
OPOLSKIE;namysłowski;Wilków;Wilków;;
OPOLSKIE;namysłowski;Świerczów;Świerczów;;
OPOLSKIE;nyski;Głuchołazy;Głuchołazy;;12474.0
OPOLSKIE;nyski;Kamiennik;Kamiennik;;
OPOLSKIE;nyski;Korfantów;Korfantów;;1692.0
OPOLSKIE;nyski;Nysa;Nysa;;40287.0
OPOLSKIE;nyski;Otmuchów;Otmuchów;;6096.0
OPOLSKIE;nyski;Paczków;Paczków;;6527.0
OPOLSKIE;nyski;Pakosławice;Pakosławice;;
OPOLSKIE;nyski;Skoroszyce;Skoroszyce;;
OPOLSKIE;nyski;Łambinowice;Łambinowice;;
OPOLSKIE;oleski;Dobrodzień;Dobrodzień;;3424.0
OPOLSKIE;oleski;Gorzów Śląski;Gorzów Śląski;;2418.0
OPOLSKIE;oleski;Olesno;Olesno;;8957.0
OPOLSKIE;oleski;Praszka;Praszka;;6975.0
OPOLSKIE;oleski;Radłów;Radłów;;
OPOLSKIE;oleski;Rudniki;Rudniki;;
OPOLSKIE;oleski;Zębowice;Zębowice;;
OPOLSKIE;opolski;Chrząstowice;Chrząstowice;;
OPOLSKIE;opolski;Dobrzeń Wielki;Dobrzeń Wielki;;
OPOLSKIE;opolski;Dąbrowa;Dąbrowa;;
OPOLSKIE;opolski;Komprachcice;Komprachcice;;
OPOLSKIE;opolski;Murów;Murów;;
OPOLSKIE;opolski;Niemodlin;Niemodlin;;5734.0
OPOLSKIE;opolski;Ozimek;Ozimek;;7780.0
OPOLSKIE;opolski;Popielów;Popielów;;
OPOLSKIE;opolski;Prószków;Prószków;;2542.0
OPOLSKIE;opolski;Tarnów Opolski;Tarnów Opolski;;
OPOLSKIE;opolski;Tarnów Opolski;Tarnów Opolski;;
OPOLSKIE;opolski;Turawa;Turawa;;
OPOLSKIE;opolski;Tułowice;Tułowice;;3591.0
OPOLSKIE;opolski;Łubniany;Łubniany;;
OPOLSKIE;prudnicki;Biała;Biała;;2224.0
OPOLSKIE;prudnicki;Głogówek;Głogówek;;5418.0
OPOLSKIE;prudnicki;Lubrza;Lubrza;;
OPOLSKIE;prudnicki;Prudnik;Prudnik;;18689.0
OPOLSKIE;strzelecki;Izbicko;Izbicko;;
OPOLSKIE;strzelecki;Jemielnica;Jemielnica;;
OPOLSKIE;strzelecki;Kolonowskie;Kolonowskie;;3189.0
OPOLSKIE;strzelecki;Leśnica;Leśnica;;2517.0
OPOLSKIE;strzelecki;Strzelce Opolskie;Strzelce Opolskie;;16734.0
OPOLSKIE;strzelecki;Ujazd;Ujazd;;1833.0
OPOLSKIE;strzelecki;Zawadzkie;Zawadzkie;;6298.0
PODKARPACKIE;Krosno;Krosno;Krosno;;43594.0
PODKARPACKIE;Przemyśl;Przemyśl;Przemyśl;;55292.0
PODKARPACKIE;Rzeszów;Rzeszów;Rzeszów;;198317.0
PODKARPACKIE;Tarnobrzeg;Tarnobrzeg;Tarnobrzeg;;43224.0
PODKARPACKIE;bieszczadzki;Lutowiska;Lutowiska;;
PODKARPACKIE;bieszczadzki;Ustrzyki Dolne;Ustrzyki Dolne;;8246.0
PODKARPACKIE;brzozowski;Brzozów;Brzozów;;7168.0
PODKARPACKIE;brzozowski;Domaradz;Domaradz;;
PODKARPACKIE;brzozowski;Dydnia;Dydnia;;
PODKARPACKIE;brzozowski;Haczów;Haczów;;
PODKARPACKIE;brzozowski;Jasienica Rosielna;Jasienica Rosielna;;
PODKARPACKIE;brzozowski;Nozdrzec;Nozdrzec;;
PODKARPACKIE;dębicki;Brzostek;Brzostek;;2663.0
PODKARPACKIE;dębicki;Czarna;Czarna;;
PODKARPACKIE;dębicki;Dębica;Dębica;;42600.0
PODKARPACKIE;dębicki;Jodłowa;Jodłowa;;
PODKARPACKIE;dębicki;Pilzno;Pilzno;;4977.0
PODKARPACKIE;dębicki;Żyraków;Żyraków;;
PODKARPACKIE;jarosławski;Chłopice;Chłopice;;
PODKARPACKIE;jarosławski;Jarosław;Jarosław;;34966.0
PODKARPACKIE;jarosławski;Laszki;Laszki;;
PODKARPACKIE;jarosławski;Pawłosiów;Pawłosiów;;
PODKARPACKIE;jarosławski;Pruchnik;Pruchnik;;3621.0
PODKARPACKIE;jarosławski;Radymno;Radymno;;4873.0
PODKARPACKIE;jarosławski;Rokietnica;Rokietnica;;
PODKARPACKIE;jarosławski;Roźwienica;Roźwienica;;
PODKARPACKIE;jarosławski;Wiązownica;Wiązownica;;
PODKARPACKIE;jasielski;Brzyska;Brzyska;;
PODKARPACKIE;jasielski;Dębowiec;Dębowiec;;
PODKARPACKIE;jasielski;Jasło;Jasło;;32378.0
PODKARPACKIE;jasielski;Kołaczyce;Kołaczyce;;1359.0
PODKARPACKIE;jasielski;Krempna;Krempna;;
PODKARPACKIE;jasielski;Nowy Żmigród;Nowy Żmigród;;
PODKARPACKIE;jasielski;Osiek Jasielski;Osiek Jasielski;;
PODKARPACKIE;jasielski;Skołyszyn;Skołyszyn;;
PODKARPACKIE;jasielski;Tarnowiec;Tarnowiec;;
PODKARPACKIE;kolbuszowski;Cmolas;Cmolas;;
PODKARPACKIE;kolbuszowski;Dzikowiec;Dzikowiec;;
PODKARPACKIE;kolbuszowski;Kolbuszowa;Kolbuszowa;;8394.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Majdan Królewski;;
PODKARPACKIE;kolbuszowski;Niwiska;Niwiska;;
PODKARPACKIE;kolbuszowski;Raniżów;Raniżów;;
PODKARPACKIE;krośnieński;Chorkówka;Chorkówka;;
PODKARPACKIE;krośnieński;Dukla;Dukla;;1919.0
PODKARPACKIE;krośnieński;Iwonicz-Zdrój;Iwonicz-Zdrój;;1511.0
PODKARPACKIE;krośnieński;Jaśliska;Jaśliska;;
PODKARPACKIE;krośnieński;Jedlicze;Jedlicze;;5462.0
PODKARPACKIE;krośnieński;Korczyna;Korczyna;;
PODKARPACKIE;krośnieński;Krościenko Wyżne;Krościenko Wyżne;;
PODKARPACKIE;krośnieński;Miejsce Piastowe;Miejsce Piastowe;;
PODKARPACKIE;krośnieński;Rymanów;Rymanów;;3508.0
PODKARPACKIE;krośnieński;Wojaszówka;Wojaszówka;;
PODKARPACKIE;leski;Baligród;Baligród;;
PODKARPACKIE;leski;Cisna;Cisna;;
PODKARPACKIE;leski;Lesko;Lesko;;5042.0
PODKARPACKIE;leski;Olszanica;Olszanica;;
PODKARPACKIE;leski;Solina;Solina;;
PODKARPACKIE;leżajski;Grodzisko Dolne;Grodzisko Dolne;;
PODKARPACKIE;leżajski;Kuryłówka;Kuryłówka;;
PODKARPACKIE;leżajski;Leżajsk;Leżajsk;;12564.0
PODKARPACKIE;leżajski;Nowa Sarzyna;Nowa Sarzyna;;5259.0
PODKARPACKIE;lubaczowski;Cieszanów;Cieszanów;;1794.0
PODKARPACKIE;lubaczowski;Horyniec-Zdrój;Horyniec-Zdrój;;
PODKARPACKIE;lubaczowski;Lubaczów;Lubaczów;;11235.0
PODKARPACKIE;lubaczowski;Narol;Narol;;1941.0
PODKARPACKIE;lubaczowski;Oleszyce;Oleszyce;;2779.0
PODKARPACKIE;lubaczowski;Stary Dzików;Stary Dzików;;
PODKARPACKIE;lubaczowski;Wielkie Oczy;Wielkie Oczy;;
PODKARPACKIE;mielecki;Borowa;Borowa;;
